"ABBREVIATE_CHART_LABELS";"Abbreviate chart labels"
"um_noblocks";"No Blocks seems to be present in the system."
"um_nofav";"No Favorites seem to be present in the system."
"um_nofiles";"No files found for backup."
"um_nomedia";"The option to include media files in the backup is disabled. Possibles causes are insufficient rights in the media directory, missing media directory or insufficient disk space."
"um_nomsg";"No Messages seem to be present in the system."
"um_nonews";"No News seems to be present in the system."
"um_nousers";"File <i>authenticate.php</i> not found in your index directory. Migration is cancelled."
"um_proceed";"Choose an option or click the link below to return to the Administration menu<br /><br />"
"um_proceed_bu";"Proceed with backup"
"um_res_actions";"Restore ToDo's"
"um_res_changes";"Restore GEDCOM changes pending approval"
"um_res_config";"Restore Lockout tables"
"um_res_counters";"Restore Hit Counters"
"um_res_errors";"Errors occured during restore. Click to view SystemLog for more information."
"um_res_gedsets";"Restore GEDCOM Settings, Configuration and Privacy files"
"um_res_lang";"Language settings"
"um_res_logs";"Restore SearchLogs, GEDCOM Logs, Genmod Logs and hitcounters"
"um_res_mypages";"Restore MyPages"
"um_res_nofiles";"No files found to restore in your index directory"
"um_res_nooptions";"Please select which data to restore"
"um_res_success";"Restore of selected data successfully completed."
"um_res_usinfo";"Restore User definitions, Block settings, Favorites, Messages, News"
"um_restore";"Restore"
"um_results";"Results"
"um_zip_dl";"Download ZIPped backup file "
"um_zip_succ";"ZIP file successfully created."
"unable_to_create_index";"Unable to create Index files.  Make sure Write permissions are set on the Genmod directory.  Permissions may be restored once Index files are written."
"unable_to_find_family";"Unable to find family with ID"
"unable_to_find_indi";"Unable to find individual with ID"
"unable_to_find_privacy_indi";"Unable to find individual with id"
"unable_to_find_record";"Unable to find record with ID"
"unable_to_find_repo";"Unable to find repository with ID"
"unable_to_find_source";"Unable to find source with ID"
"unable_to_open";"Unable to open Clippings folder for writing"
"unapproved_link";"Changes are present for one or more links to this record. These changes will show up after approval."
"unborn";"Unborn "
"uncle";"Uncle"
"under";"under"
"undo";"Undo"
"unknown";"unknown"
"unlink_list";"Unlinked List"
"unmatching_facts";"The following facts did not match.  Select the information you would like to keep."
"unrecognized_code";"Unrecognized GEDCOM Code"
"unrecognized_code_msg";"This is an error, and we would like to fix it. Please report this error to"
"until_unlocked";"After manual release"
"upcoming_events";"Upcoming Events"
"upcoming_events_block";"Upcoming Events"
"upcoming_events_descr";"The Upcoming Events block shows anniversaries of events that will occur in the near future.  You can configure the amount of detail shown, and the administrator can configure how far into the future this block will look."
"update_address";"Update Address"
"update_fact";"Update a Fact"
"update_fact_restricted";"Update of this fact is restricted:"
"update_fail";"Update failed, please contact the website administrator"
"update_myaccount";"Update MyAccount"
"update_name";"Update Name"
"update_photo";"Update Photo"
"update_successful";"Update successful"
"update_user";"Update User Account"
"update_users_selected_nok";"Select users have not been updated successfully."
"update_users_selected_ok";"Select users have been updated successfully."
"updating_family_names";"Updating family names for FAM "
"updating_is_dead";"Updating "Is Dead" status for INDI "
"updating_linked";"Updating linked record"
"upgrade";"Upgrade Genmod"
"upl_thumb";"Thumbnail file (if blank, Genmod will try to generate it)"
"upload";"Upload"
"upload_db";"Upload mediafile to the database"
"upload_error";"There was an error uploading your file."
"upload_file";"Upload file from your computer"
"upload_filesys";"Upload mediafile to the physical filesystem"
"upload_gedcom";"Upload file"
"upload_media";"Upload Media files"
"upload_path";"Upload path"
"upload_successful";"Upload successful."
"upload_to_folder";"Folder to place uploaded file"
"upload_to_index";"Upload the file to your index directory: "
"urgent";"Urgent news"
"url";"URL"
"use_blocks_for_default";"Use these blocks as the default block configuration for all users?"
"used_in";"Used in:"
"user";"Authenticated user"
"user_admin";"User administration"
"user_auto_accept";"Automatically accept changes made by this user"
"user_cannot_edit";"This user name cannot edit this file."
"user_contact_method";"Preferred Contact Method"
"user_create_error";"Unable to add user. Please try again."
"user_created";"User created successfully."
"user_default_tab";"Default Tab to show on Individual Information page"
"user_favorites_block";"User Favorites"
"user_favorites_descr";"The User Favorites block shows the user a list of his favorite people in the database so that he can easily link to them."
"user_info";"My User Information"
"user_manual";"Genmod User Manual"
"user_messages_block";"User Messages"
"user_messages_descr";"The User Messages block shows a list of the messages that have been sent to the active user."
"user_name";"Username"
"user_news_block";"User Journal"
"user_news_descr";"The User Journal block lets the user keep notes or a journal online."
"user_no_email";"There is no recorded email address where to new password can be sent to.<br />Please contact the administrator, using the link below."
"user_not_exist";"User does not exist."
"user_not_found";"Could not verify the information you entered.  Please try again or contact the site administrator for more information."
"user_overr_exists";"Users with privacy overrides for this GEDCOM exist."
"user_overr_show";"Click here to show these users."
"user_password_same";"Username and password cannot be equal"
"user_path_length";"Max relationship privacy path length"
"user_path_marr";"Use partners in path calculation"
"user_privacy";"User Related Privacy settings"
"user_relationship_priv";"Limit access to related people"
"user_theme";"My Theme"
"user_verify";"User verification"
"username";"User name"
"usernamefilter";"User (Full) Name contains:"
"useropt_conf";"User Options"
"users_admin";"Site Administrators"
"users_gedadmin";"GEDCOM Administrators"
"users_langs";"Users' languages"
"users_logged_in";"Users Logged In"
"users_total";"Total number of users"
"users_unver";"Unverified by User"
"users_unver_admin";"Unverified by Administrator"
"usr_deleted";"Deleted user: "
"usr_idle";"Number of months since the last login for a user's account to be considered inactive: "
"usr_idle_toolong";"User's account has been inactive too long: "
"usr_no_cleanup";"Nothing found to cleanup"
"usr_unset_gedcomid";"Unset GEDCOM ID for "
"usr_unset_rights";"Unset GEDCOM rights for "
"usr_unset_rootid";"Unset root ID for "
"utf8_to_ansi";"Do you want to convert from UTF-8 to ANSI (ISO-8859-1)?"
"valid_gedcom";"Valid file detected. No cleanup required."
"validate_gedcom";"Validate GEDCOM"
"var_not_exist";"<span style=font-weight: bold>The language variable does not exist. Please report this as it is an error.</span>"
"verified";"User verified himself"
"verified_by_admin";"User approved by Admin"
"verify_gedcom";"Verify GEDCOM"
"verify_upload_instructions";"A GEDCOM file with the same name has been found. If you choose to continue, the old GEDCOM file will be replaced with the file that you uploaded and the Import process will begin again.  If you choose to cancel, the old GEDCOM will remain unchanged."
"view";"View"
"view_change_diff";"View Change Diff"
"view_changelog";"View changelog.txt file"
"view_family";"View Family"
"view_gedcom";"View Record"
"view_gedlog";"View GEDCOM Log"
"view_gedrec";"View GEDCOM record"
"view_logs";"View log files"
"view_person";"View Person"
"view_readme";"View readme.txt file"
"view_records_in_place";"View all records found in this place"
"view_repo";"View Repository"
"view_searchlog";"View Search Log"
"view_source";"View Source"
"view_syslog";"View System Log"
"viewday";"View Day"
"viewing_url";"This message was sent while viewing the following URL: "
"viewmonth";"View Month"
"viewyear";"View Year"
"visibleonline";"Visible to other users when online"
"visitor";"Visitor"
"warn_users";"Users with warnings"
"warning";"Warning message"
"wednesday";"Wednesday"
"wednesday_1st";"W"
"week_start";"Week starting day"
"weekly";"Weekly"
"welcome";"Welcome"
"welcome_block";"User Welcome"
"welcome_descr";"The User Welcome block shows the user the current date and time, quick links to modify his account or go to his own Pedigree chart, and a link to customize his MyGenmod Portal page."
"welcome_new";"Welcome to your new Genmod website."
"welcome_new2";"<br /><br />Since you are seeing this page, you have successfully installed Genmod on your server and are ready to begin configuring it to your requirements.<br /><br />"
"welcome_page";"Welcome Page"
"welcome_text_auth_mode_1";"<center><b>Welcome to this Genealogy website</b></center><br />Access to this site is permitted to every visitor who has a user account.<br /><br />If you have a user account, you can login on this page.  If you don't have a user account, you can apply for one by clicking on the appropriate link below.<br /><br />After verifying your application, the site administrator will activate your account.  You will receive an email when your application has been approved."
"welcome_text_auth_mode_2";"<center><b>Welcome to this Genealogy website</b></center><br />Access to this site is permitted to <u>authorized</u> users only.<br /><br />If you have a user account you can login on this page.  If you don't have a user account, you can apply for one by clicking on the appropriate link below.<br /><br />After verifying your information, the administrator will either approve or decline your account application.  You will receive an email message when your application has been approved."
"welcome_text_auth_mode_3";"<center><b>Welcome to this Genealogy website</b></center><br />Access to this site is permitted to <u>family members only</u>.<br /><br />If you have a user account you can login on this page.  If you don't have a user account, you can apply for one by clicking on the appropriate link below.<br /><br />After verifying the information you provide, the administrator will either approve or decline your request for an account.  You will receive an email when your request is approved."
"welcome_text_cust_head";"<center><b>Welcome to this Genealogy website</b></center><br />Access is permitted to users who have an account and a password for this website.<br />"
"which_links";"Which other links from this family would you like to add?"
"which_p_links";"Which links from this person would you also like to add?"
"wife";"Wife"
"wife_added";"Wife has been succesfully added."
"wife_present";"This family already has a wife assigned to it."
"with";"with"
"with_selected";"With selected"
"witness";"Witness"
"wrong_md5";"Wrong version of this file is present:"
"xreftorin";"Convert XREF IDs to RIN number"
"year";"Year:"
"year1";"year"
"year_anniversary";"#year_var# year anniversary"
"year_error";"Sorry, dates before 1970 are not supported."
"year_range_end";"Year range (end)"
"year_range_start";"Year range (start)"
"yearly";"Yearly"
"years";"years"
"yes";"Yes"
"you_may";"You may:"
"you_may_login";"by the site administrator.  You may now login to the Genmod site by accessing the link below:"
